parameter,region,sector,subsector,technology,2015,2021,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
intensity,AR,trn_pass,Passenger Rail,Electric,0.0526,0.0526,0.0525,0.0524,0.0524,0.0523,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,EJ/billion-service-km
intensity,AR,trn_pass,Passenger Rail,Liquids,0.117,0.117,0.117,0.117,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,EJ/billion-service-km
intensity,AR,trn_pass,Walk,Walk,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,EJ/billion-service-km
intensity,AR,trn_pass,road,road,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,AR,trn_pass_road,Bus,BEV,0,0,0,0.00197,0.00181,0.0017,0.00159,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,EJ/billion-service-km
intensity,AR,trn_pass_road,Bus,FCEV,0,0,0,0.00241,0.00226,0.00215,0.00203,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,EJ/billion-service-km
intensity,AR,trn_pass_road,Bus,Hybrid Liquids,0,0,0.00736,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,EJ/billion-service-km
intensity,AR,trn_pass_road,Bus,Liquids,0.0102,0.00951,0.0091,0.00864,0.00864,0.0082,0.00776,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,EJ/billion-service-km
intensity,AR,trn_pass_road,Bus,NG,0.0112,0.0143,0.0119,0.0116,0.0114,0.0111,0.0109,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV,2W and 3W,BEV,0,0,0,0.000421,0.00042,0.000418,0.000417,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV,2W and 3W,Liquids,0.0014,0.00133,0.0013,0.00125,0.00121,0.00117,0.00114,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV,4W,4W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Car,BEV,0,0,0.000561,0.00055,0.000499,0.000482,0.000464,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Car,FCEV,0,0,0,0,0.00104,0.00101,0.000989,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,0.00182,0.0018,0.00166,0.0016,0.00155,0.00147,0.00139,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Car,Liquids,0.00298,0.00285,0.00242,0.00216,0.002,0.0019,0.0018,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Large Car and Truck,BEV,0,0,0.000774,0.000767,0.000691,0.000666,0.00064,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0,0,0,0,0.0014,0.00137,0.00134,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,0,0,0.00218,0.00208,0.00201,0.00189,0.00178,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,EJ/billion-service-km
intensity,AR,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,0.00407,0.00385,0.00314,0.00284,0.00262,0.00249,0.00237,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,EJ/billion-service-km
intensity,AR,trn_shipping_intl,International Ship,Liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ/billion-service-km
intensity,AZ,trn_aviation_intl,International Aviation,BEV,0,0,0,0,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,AZ,trn_aviation_intl,International Aviation,Hydrogen,0,0,0,0,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,AZ,trn_aviation_intl,International Aviation,Liquids,0.43,0.418,0.37,0.333,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,AZ,trn_freight,Freight Rail,BEV,0,0,0,0.36,0.359,0.359,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,0.358,EJ/billion-service-km
intensity,AZ,trn_freight,Freight Rail,FCEV,0,0,0,0.479,0.479,0.478,0.478,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,EJ/billion-service-km
intensity,AZ,trn_freight,Freight Rail,Hybrid Liquids,0,0,0,0.575,0.575,0.574,0.573,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,EJ/billion-service-km
intensity,AZ,trn_freight,Freight Rail,Liquids,0.722,0.721,0.72,0.719,0.718,0.717,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,0.716,EJ/billion-service-km
intensity,AZ,trn_freight,road,road,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,AZ,trn_freight_road,Heavy truck,BEV,0,0,0,0.00521,0.00496,0.00471,0.00446,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,0.00421,EJ/billion-service-km
intensity,AZ,trn_freight_road,Heavy truck,FCEV,0,0,0,0.00803,0.0075,0.00698,0.00645,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,0.00592,EJ/billion-service-km
intensity,AZ,trn_freight_road,Heavy truck,Hybrid Liquids,0,0,0.0103,0.0094,0.00899,0.00858,0.00816,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,0.00775,EJ/billion-service-km
intensity,AZ,trn_freight_road,Heavy truck,Liquids,0.0127,0.0125,0.011,0.0101,0.00962,0.00918,0.00873,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,0.00829,EJ/billion-service-km
intensity,AZ,trn_freight_road,Light truck,BEV,0,0,0,0.00108,0.00107,0.00107,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,EJ/billion-service-km
intensity,AZ,trn_freight_road,Light truck,FCEV,0,0,0,0.00153,0.00151,0.00148,0.00146,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,0.00143,EJ/billion-service-km
intensity,AZ,trn_freight_road,Light truck,Hybrid Liquids,0,0,0.00193,0.00183,0.00182,0.00181,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,EJ/billion-service-km
intensity,AZ,trn_freight_road,Light truck,Liquids,0.00369,0.00332,0.0024,0.00239,0.00239,0.0024,0.0024,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,EJ/billion-service-km
intensity,AZ,trn_freight_road,Medium truck,BEV,0,0,0,0.00183,0.00176,0.00168,0.00161,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,0.00153,EJ/billion-service-km
intensity,AZ,trn_freight_road,Medium truck,FCEV,0,0,0,0.00289,0.00277,0.00266,0.00254,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,0.00242,EJ/billion-service-km
intensity,AZ,trn_freight_road,Medium truck,Hybrid Liquids,0,0,0.00597,0.00555,0.00532,0.00509,0.00487,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,0.00464,EJ/billion-service-km
intensity,AZ,trn_freight_road,Medium truck,Liquids,0.00729,0.00715,0.00639,0.00594,0.0057,0.00545,0.00521,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,0.00496,EJ/billion-service-km
intensity,AZ,trn_pass,Cycle,Cycle,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,EJ/billion-service-km
intensity,AZ,trn_pass,Domestic Aviation,BEV,0,0,0,0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,AZ,trn_pass,Domestic Aviation,Hydrogen,0,0,0,0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,AZ,trn_pass,Domestic Aviation,Liquids,0.384,0.373,0.33,0.297,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,AZ,trn_pass,HSR,Electric,0.264,0.263,0.263,0.263,0.262,0.262,0.262,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,EJ/billion-service-km
intensity,AZ,trn_pass,Passenger Rail,Electric,0.0526,0.0526,0.0525,0.0524,0.0524,0.0523,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,0.0522,EJ/billion-service-km
intensity,AZ,trn_pass,Passenger Rail,Liquids,0.117,0.117,0.117,0.117,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,EJ/billion-service-km
intensity,AZ,trn_pass,Walk,Walk,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,EJ/billion-service-km
intensity,AZ,trn_pass,road,road,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,AZ,trn_pass_road,Bus,BEV,0,0,0,0.00197,0.00181,0.0017,0.00159,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,EJ/billion-service-km
intensity,AZ,trn_pass_road,Bus,FCEV,0,0,0,0.00241,0.00226,0.00215,0.00203,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,0.00191,EJ/billion-service-km
intensity,AZ,trn_pass_road,Bus,Hybrid Liquids,0,0,0.00736,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,0.00698,EJ/billion-service-km
intensity,AZ,trn_pass_road,Bus,Liquids,0.0102,0.00951,0.0091,0.00864,0.00864,0.0082,0.00776,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,0.00732,EJ/billion-service-km
intensity,AZ,trn_pass_road,Bus,NG,0.0112,0.0143,0.0119,0.0116,0.0114,0.0111,0.0109,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,0.0106,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV,2W and 3W,BEV,0,0,0,0.000421,0.00042,0.000418,0.000417,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,0.000415,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV,2W and 3W,Liquids,0.0014,0.00133,0.0013,0.00125,0.00121,0.00117,0.00114,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV,4W,4W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Car,BEV,0,0,0.000561,0.00055,0.000499,0.000482,0.000464,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,0.000446,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Car,FCEV,0,0,0,0,0.00104,0.00101,0.000989,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,0.000966,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,0.00182,0.0018,0.00166,0.0016,0.00155,0.00147,0.00139,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Car,Liquids,0.00298,0.00285,0.00242,0.00216,0.002,0.0019,0.0018,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,0.00172,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Large Car and Truck,BEV,0,0,0.000774,0.000767,0.000691,0.000666,0.00064,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,0.000615,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0,0,0,0,0.0014,0.00137,0.00134,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,0.00131,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,0,0,0.00218,0.00208,0.00201,0.00189,0.00178,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,0.00169,EJ/billion-service-km
intensity,AZ,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,0.00407,0.00385,0.00314,0.00284,0.00262,0.00249,0.00237,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,0.00227,EJ/billion-service-km
intensity,Africa_Eastern,trn_aviation_intl,International Aviation,BEV,0,0,0,0,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,Africa_Eastern,trn_aviation_intl,International Aviation,Hydrogen,0,0,0,0,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,Africa_Eastern,trn_aviation_intl,International Aviation,Liquids,0.43,0.418,0.37,0.333,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Domestic Ship,BEV,0,0,0,0,0.166,0.165,0.164,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Domestic Ship,FCEV,0,0,0,0,0.221,0.22,0.219,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Domestic Ship,Hybrid Liquids,0,0,0.268,0.267,0.265,0.264,0.263,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Domestic Ship,Liquids,0.338,0.336,0.335,0.333,0.332,0.33,0.328,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,BEV,0,0,0,0.277,0.277,0.277,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,0.276,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,Electric,0,0.185,0.185,0.185,0.185,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,FCEV,0,0,0,0.37,0.369,0.369,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,Hybrid Liquids,0,0,0,0.444,0.443,0.443,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,0.442,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,Freight Rail,Liquids,0.557,0.556,0.555,0.555,0.554,0.553,0.553,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight,road,road,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Heavy truck,BEV,0,0,0,0.00533,0.00528,0.00522,0.00516,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Heavy truck,FCEV,0,0,0,0.00821,0.00798,0.00773,0.00746,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,0.00717,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Heavy truck,Hybrid Liquids,0,0,0.00968,0.00962,0.00956,0.0095,0.00944,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,0.00938,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Heavy truck,Liquids,0.0105,0.0104,0.0104,0.0103,0.0102,0.0102,0.0101,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Light truck,BEV,0,0,0,0.00144,0.00142,0.0014,0.00138,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Light truck,FCEV,0,0,0,0.00216,0.00211,0.00206,0.00201,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,0.00196,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Light truck,Hybrid Liquids,0,0,0.00327,0.00313,0.00307,0.00302,0.00297,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Light truck,Liquids,0.00396,0.0039,0.00386,0.00382,0.00377,0.00372,0.00368,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,0.00363,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Medium truck,BEV,0,0,0,0.00267,0.00266,0.00265,0.00263,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,0.00262,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Medium truck,FCEV,0,0,0,0.00423,0.00421,0.00419,0.00417,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Medium truck,Hybrid Liquids,0,0,0.00752,0.00748,0.00743,0.00738,0.00734,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,0.00729,EJ/billion-service-km
intensity,Africa_Eastern,trn_freight_road,Medium truck,Liquids,0.00815,0.00809,0.00805,0.008,0.00795,0.0079,0.00785,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Cycle,Cycle,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Domestic Aviation,BEV,0,0,0,0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Domestic Aviation,Hydrogen,0,0,0,0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Domestic Aviation,Liquids,0.384,0.373,0.33,0.297,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,HSR,Electric,0,0,0.0608,0.0607,0.0606,0.0606,0.0605,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,0.0604,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Passenger Rail,Electric,0,0.243,0.243,0.243,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,0.242,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Passenger Rail,Liquids,0.56,0.56,0.559,0.558,0.558,0.557,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,Walk,Walk,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass,road,road,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road,Bus,BEV,0,0,0,0.00141,0.0013,0.00122,0.00114,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,0.00106,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road,Bus,FCEV,0,0,0,0.00173,0.00163,0.00154,0.00146,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,0.00137,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road,Bus,Hybrid Liquids,0,0,0.00529,0.00502,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,0.00501,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road,Bus,Liquids,0.00621,0.00621,0.00621,0.00621,0.0062,0.0062,0.0062,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,0.00619,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV,2W and 3W,BEV,0,0,0,0.000321,0.000312,0.000304,0.0003,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,0.000294,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV,2W and 3W,Liquids,0.00107,0.00102,0.000997,0.000963,0.000928,0.0009,0.000872,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,0.000844,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV,4W,4W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Car,BEV,0,0,0,0.000947,0.000944,0.000941,0.000938,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,0.000934,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Car,FCEV,0,0,0,0,0.00136,0.00134,0.00132,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Car,Hybrid Liquids,0,0,0.00233,0.00227,0.00222,0.00216,0.00211,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Car,Liquids,0.00321,0.00306,0.00298,0.00287,0.00277,0.00269,0.0026,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,0.00252,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,BEV,0,0,0,0.0015,0.0015,0.00149,0.00149,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,0.00148,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0,0,0,0,0.00204,0.00201,0.00197,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,0,0,0.00352,0.00343,0.00334,0.00327,0.00319,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,0.00311,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,0.00484,0.00462,0.00449,0.00434,0.00418,0.00406,0.00393,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,BEV,0,0,0,0.000668,0.000666,0.000664,0.000661,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,0.000659,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,FCEV,0,0,0,0,0.00102,0.00101,0.000988,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,0.000972,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,0,0,0.00171,0.00167,0.00162,0.00159,0.00155,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,0.00151,EJ/billion-service-km
intensity,Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,Liquids,0.00235,0.00224,0.00218,0.0021,0.00203,0.00197,0.00191,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,EJ/billion-service-km
